CustomerID,ChurnProbability,RiskCategory,RetentionRecommendation,BusinessRecommendation
CUST0240,0.9768381,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0241,0.9992079,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0242,0.99142295,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0243,0.9818559,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0244,0.98351556,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0245,0.8617624,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0246,0.02322433,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0247,0.9872994,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0248,0.009024824,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0249,0.0048467736,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0250,0.9986442,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0251,0.9908592,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0252,0.9999442,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0253,0.9976169,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0254,0.019308042,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0255,0.01884595,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0256,0.0036943553,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0257,0.9874728,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0258,0.9825126,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0259,0.9992887,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0260,0.99580425,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0261,0.98777395,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0262,0.9999418,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0263,0.026283517,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0264,0.0022133032,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0265,0.38076776,Medium,"Provide loyalty rewards, personalized offers, and proactive engagement.",Healthy Customer - Upsell premium services.
CUST0266,0.0017309347,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0267,0.99126315,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0268,0.48804078,Medium,"Provide loyalty rewards, personalized offers, and proactive engagement.",Moderate Risk - Increase engagement.
CUST0269,0.018214136,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0270,0.99341846,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0271,0.0010498966,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0272,0.99356973,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0273,0.9973814,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0274,0.000382843,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0275,0.9952232,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0276,0.0057006096,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0277,0.99650854,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0278,0.9913089,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0279,0.99159217,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0280,0.99603564,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0281,0.9866302,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0282,0.0014221321,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0283,0.026211595,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0284,0.99825794,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0285,0.99575967,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0286,0.017069526,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0287,0.0029106073,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0288,0.03365308,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0289,0.39161253,Medium,"Provide loyalty rewards, personalized offers, and proactive engagement.",Healthy Customer - Upsell premium services.
CUST0290,0.9864059,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0291,0.99440444,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0292,0.99927074,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0293,0.9789954,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0294,0.9879985,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0295,0.9983583,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0296,2.911477e-05,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0297,0.023317827,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0298,0.9973062,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0299,0.000121007164,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0300,0.00018233774,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0301,0.017339967,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0302,0.99694973,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0303,0.0074565844,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0304,0.99959093,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0305,0.999532,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0306,0.99087405,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0307,0.67478096,Medium,"Provide loyalty rewards, personalized offers, and proactive engagement.",High Risk - Personalized offers recommended.
CUST0308,0.02017303,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0309,0.0013010888,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0310,0.00016259495,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0311,0.0018648276,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0312,0.0008385493,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0313,0.04902824,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0314,0.0022589818,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0315,0.9987418,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0316,0.986542,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0317,0.9998123,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0318,0.05918009,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0319,0.00022386416,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0320,0.0033334007,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0321,0.99655604,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0322,0.049532108,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0323,0.9997644,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0324,0.97988635,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0325,2.0887803e-05,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0326,9.4265735e-05,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0327,0.98122597,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0328,0.9978631,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0329,0.0023329298,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0330,0.004365774,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0331,0.015982345,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0332,0.99960846,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0333,0.98640984,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0334,0.037641387,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0335,0.00040446763,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0336,0.9997168,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0337,0.008841687,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0338,0.99664766,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0339,0.0028989825,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0340,0.99874395,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0341,0.012707234,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0342,0.004847921,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0343,0.9992951,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0344,0.030962072,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0345,0.00017430999,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0346,0.0001251654,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0347,0.9982273,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0348,0.0030327546,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0349,0.026626883,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0350,0.99965763,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0351,0.8483338,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0352,0.9638296,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0353,0.9998461,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0354,0.99955946,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0355,0.016889028,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0356,0.09142846,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0357,0.00031359342,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0358,0.9885053,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0359,0.0007597727,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0360,0.99702126,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0361,2.974204e-05,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0362,0.99582714,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0363,0.9765728,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0364,0.0014271233,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0365,0.9965,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0366,0.0011107753,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0367,0.9964031,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0368,0.9983536,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0369,0.99934596,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0370,0.9844283,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0371,0.9986493,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0372,0.08182127,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0373,0.9969171,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0374,0.0032597077,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0375,0.95921475,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0376,0.9982388,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0377,0.99669766,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0378,0.9916127,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0379,0.004885387,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0380,0.009442256,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0381,0.9948219,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0382,0.9695439,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0383,0.0126242,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0384,0.9921556,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0385,0.9951911,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0386,0.9997873,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0387,0.00570363,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0388,0.0005046391,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0389,0.98258346,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0390,0.9994873,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0391,0.0094478,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0392,0.011942054,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0393,0.9991598,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0394,0.9701599,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0395,0.9560683,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0396,0.98997,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0397,0.011378384,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0398,0.96567273,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0399,0.9900068,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0400,0.9223406,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0401,0.9933622,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0402,0.0022895979,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0403,0.9764023,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0404,0.9997924,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0405,0.99971944,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0406,0.9984549,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0407,0.0010192842,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0408,0.99658054,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0409,0.6674644,Medium,"Provide loyalty rewards, personalized offers, and proactive engagement.",High Risk - Personalized offers recommended.
CUST0410,0.9987363,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0411,0.99740416,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0412,0.8721264,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0413,0.012287382,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0414,0.019525094,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0415,0.0030515506,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0416,0.99996185,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0417,0.9606455,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0418,0.00034006865,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0419,0.9995609,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0420,0.0075866454,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0421,0.029536674,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0422,0.9993505,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0423,0.9983113,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0424,0.999642,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0425,0.000865665,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0426,0.99900913,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0427,0.038622003,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0428,6.504889e-05,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0429,0.0016670711,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0430,0.9996582,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0431,0.9550016,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0432,0.09138242,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0433,0.0027255516,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0434,0.00015043867,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0435,0.0021557852,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0436,0.9936149,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0437,0.9925436,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0438,0.99864346,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0439,0.9782662,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0440,0.9978855,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0441,0.99968004,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0442,0.977531,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0443,0.99520785,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0444,0.0070678564,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0445,0.99974734,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0446,0.99905723,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0447,0.020624196,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0448,0.990409,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0449,0.9995783,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0450,0.014727811,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0451,0.0004954703,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0452,0.05455349,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0453,0.9994804,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0454,0.0005307594,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0455,0.9932301,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0456,0.99980336,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0457,2.9332314e-05,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0458,0.9947562,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0459,0.999833,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0460,0.48587564,Medium,"Provide loyalty rewards, personalized offers, and proactive engagement.",Moderate Risk - Increase engagement.
CUST0461,0.9887812,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0462,0.9945051,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0463,0.96984863,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0464,0.9988463,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0465,0.99902344,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0466,0.99819416,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0467,0.00017891295,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0468,0.026105253,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0469,0.0025040575,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0470,0.00039194632,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0471,0.008685711,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0472,0.9924549,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0473,0.9978715,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0474,0.00089578377,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0475,0.9975067,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0476,0.95272756,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0477,0.99985766,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0478,0.004360034,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0479,0.98102576,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
